seq_type,study,filename
unpaired,Soto_2019,SRR8365482_3_Light_Bulk
unpaired,Soto_2019,SRR8365290_1_Light_Bulk
unpaired,Soto_2019,SRR8365474_1_Heavy_IGHM
unpaired,Soto_2019,SRR8365263_2_Heavy_IGHM
unpaired,Soto_2019,SRR8365471_3_Heavy_IGHA
unpaired,Soto_2019,SRR8365246_1_Heavy_IGHE
unpaired,Soto_2019,SRR8365346_1_Heavy_IGHE
unpaired,Soto_2019,SRR8365363_2_Light_Bulk
unpaired,Soto_2019,SRR8365376_1_Heavy_IGHM
unpaired,Soto_2019,SRR8365478_2_Heavy_IGHM
unpaired,Soto_2019,SRR8365390_1_Heavy_IGHM
unpaired,Soto_2019,SRR8365269_2_Heavy_IGHM
unpaired,Soto_2019,SRR8365338_2_Heavy_Bulk
unpaired,Soto_2019,SRR8365467_2_Heavy_IGHG
unpaired,Soto_2019,SRR8365464_1_Heavy_IGHD
unpaired,Soto_2019,SRR8365428_1_Heavy_IGHG
unpaired,Soto_2019,SRR8365310_1_Heavy_IGHA
unpaired,Soto_2019,SRR8365422_2_Heavy_Bulk
unpaired,Soto_2019,SRR8365350_1_Heavy_IGHM
unpaired,Soto_2019,SRR8365301_1_Heavy_IGHM
unpaired,Soto_2019,SRR8365274_1_Heavy_IGHE
unpaired,Soto_2019,SRR8365462_1_Heavy_IGHM
unpaired,Soto_2019,SRR8365379_1_Heavy_Bulk
unpaired,Soto_2019,SRR8365346_1_Heavy_IGHM
unpaired,Soto_2019,SRR8365385_1_Heavy_IGHE
unpaired,Soto_2019,SRR8365248_1_Heavy_IGHE
unpaired,Soto_2019,SRR8365426_1_Heavy_IGHA
unpaired,Soto_2019,SRR8365458_1_Heavy_IGHA
unpaired,Soto_2019,SRR8365338_2_Light_Bulk
unpaired,Soto_2019,SRR8365399_2_Heavy_IGHA
unpaired,Soto_2019,SRR8365400_1_Light_Bulk
unpaired,Soto_2019,SRR8365343_2_Heavy_IGHM
unpaired,Soto_2019,SRR8365433_2_Heavy_Bulk
unpaired,Soto_2019,SRR8365413_1_Light_Bulk
unpaired,Soto_2019,SRR8365430_1_Heavy_IGHM
unpaired,Soto_2019,SRR8365466_1_Heavy_IGHE
unpaired,Soto_2019,SRR8365409_1_Heavy_Bulk
unpaired,Soto_2019,SRR8365281_1_Light_Bulk
unpaired,Soto_2019,SRR8365389_2_Heavy_IGHM
unpaired,Soto_2019,SRR8365485_3_Heavy_Bulk
unpaired,Soto_2019,SRR8365407_1_Heavy_IGHM
unpaired,Soto_2019,SRR8365447_3_Heavy_Bulk
unpaired,Soto_2019,SRR8365424_1_Light_Bulk
unpaired,Soto_2019,SRR8365468_1_Light_Bulk
unpaired,Soto_2019,SRR8365399_1_Light_Bulk
unpaired,Soto_2019,SRR8365302_1_Light_Bulk
unpaired,Soto_2019,SRR8365418_1_Heavy_IGHG
unpaired,Soto_2019,SRR8365340_1_Heavy_Bulk
unpaired,Soto_2019,SRR8365385_1_Heavy_IGHD
unpaired,Soto_2019,SRR8365447_3_Light_Bulk
unpaired,Soto_2019,SRR8365356_1_Heavy_Bulk
unpaired,Soto_2019,SRR8365272_1_Heavy_Bulk
unpaired,Soto_2019,SRR8365465_1_Heavy_IGHG
unpaired,Soto_2019,SRR8365411_1_Heavy_IGHD
unpaired,Soto_2019,SRR8365296_1_Heavy_IGHE
unpaired,Soto_2019,SRR8365467_2_Heavy_IGHD
unpaired,Soto_2019,SRR8365355_2_Heavy_IGHG
unpaired,Soto_2019,SRR8365345_1_Light_Bulk
unpaired,Soto_2019,SRR8365453_1_Heavy_IGHA
unpaired,Soto_2019,SRR8365450_1_Heavy_Bulk
unpaired,Soto_2019,SRR8365337_1_Heavy_IGHM
unpaired,Soto_2019,SRR8365490_1_Heavy_IGHA
unpaired,Soto_2019,SRR8365449_1_Heavy_Bulk
unpaired,Soto_2019,SRR8365469_4_Light_Bulk
unpaired,Soto_2019,SRR8365285_2_Heavy_Bulk
unpaired,Soto_2019,SRR8365397_1_Heavy_Bulk
unpaired,Soto_2019,SRR8365485_3_Heavy_IGHA
unpaired,Soto_2019,SRR8365309_1_Heavy_IGHD
unpaired,Soto_2019,SRR8365339_1_Heavy_Bulk
unpaired,Soto_2019,SRR8365346_2_Heavy_IGHE
unpaired,Soto_2019,SRR8365467_1_Heavy_IGHE
unpaired,Soto_2019,SRR8365305_1_Heavy_IGHA
unpaired,Soto_2019,SRR8365336_1_Light_Bulk
unpaired,Soto_2019,SRR8365484_2_Heavy_Bulk
unpaired,Soto_2019,SRR8365346_1_Heavy_IGHD
unpaired,Soto_2019,SRR8365483_1_Light_Bulk
unpaired,Soto_2019,SRR8365473_1_Heavy_IGHA
unpaired,Soto_2019,SRR8365279_1_Heavy_IGHA
unpaired,Soto_2019,SRR8365361_1_Heavy_IGHM
unpaired,Soto_2019,SRR8365405_1_Heavy_IGHA
unpaired,Soto_2019,SRR8365305_1_Heavy_IGHM
unpaired,Soto_2019,SRR8365324_1_Light_Bulk
unpaired,Soto_2019,SRR8365449_1_Heavy_IGHM
unpaired,Soto_2019,SRR8365300_1_Heavy_Bulk
unpaired,Soto_2019,SRR8365299_1_Heavy_IGHM
unpaired,Soto_2019,SRR8365254_1_Light_Bulk
unpaired,Soto_2019,SRR8365466_1_Heavy_IGHA
unpaired,Soto_2019,SRR8365385_1_Heavy_IGHA
unpaired,Soto_2019,SRR8365458_2_Light_Bulk
unpaired,Soto_2019,SRR8365269_2_Heavy_Bulk
unpaired,Soto_2019,SRR8365357_1_Heavy_IGHA
unpaired,Soto_2019,SRR8365361_2_Heavy_Bulk
unpaired,Soto_2019,SRR8365482_4_Light_Bulk
unpaired,Soto_2019,SRR8365399_1_Heavy_IGHE
unpaired,Soto_2019,SRR8365261_2_Heavy_IGHD
unpaired,Soto_2019,SRR8365336_1_Heavy_IGHM
unpaired,Soto_2019,SRR8365467_1_Light_Bulk
unpaired,Soto_2019,SRR8365351_1_Heavy_IGHG
unpaired,Soto_2019,SRR8365390_2_Heavy_IGHA
unpaired,Soto_2019,SRR8365473_2_Heavy_IGHG
unpaired,Soto_2019,SRR8365410_1_Heavy_Bulk
unpaired,Soto_2019,SRR8365414_1_Light_Bulk
unpaired,Soto_2019,SRR8365344_1_Light_Bulk
unpaired,Soto_2019,SRR8365422_1_Light_Bulk
unpaired,Soto_2019,SRR8365422_1_Heavy_IGHM
unpaired,Soto_2019,SRR8365471_2_Heavy_IGHM
unpaired,Soto_2019,SRR8365427_2_Heavy_IGHE
unpaired,Soto_2019,SRR8365293_1_Heavy_IGHA
unpaired,Soto_2019,SRR8365330_1_Heavy_IGHA
unpaired,Soto_2019,SRR8365355_1_Heavy_IGHA
unpaired,Soto_2019,SRR8365361_2_Light_Bulk
unpaired,Soto_2019,SRR8365316_2_Heavy_IGHM
unpaired,Soto_2019,SRR8365332_1_Heavy_IGHM
unpaired,Soto_2019,SRR8365335_2_Heavy_IGHE
unpaired,Soto_2019,SRR8365446_1_Heavy_IGHA
unpaired,Soto_2019,SRR8365321_1_Light_Bulk
unpaired,Soto_2019,SRR8365282_1_Heavy_IGHE
unpaired,Soto_2019,SRR8365272_1_Heavy_IGHG
unpaired,Soto_2019,SRR8365418_2_Heavy_IGHM
unpaired,Soto_2019,SRR8365424_2_Heavy_IGHM
unpaired,Soto_2019,SRR8365290_1_Heavy_IGHA
unpaired,Soto_2019,SRR8365425_1_Heavy_IGHA
unpaired,Soto_2019,SRR8365484_2_Heavy_IGHE
unpaired,Soto_2019,SRR8365324_1_Heavy_Bulk
unpaired,Soto_2019,SRR8365447_1_Heavy_IGHM
unpaired,Soto_2019,SRR8489723_1_Heavy_IGHM
unpaired,Soto_2019,SRR8365469_2_Heavy_IGHG
unpaired,Soto_2019,SRR8365342_1_Heavy_IGHA
unpaired,Soto_2019,SRR8365399_2_Light_Bulk
unpaired,Soto_2019,SRR8365482_1_Heavy_Bulk
unpaired,Soto_2019,SRR8365249_1_Heavy_IGHM
unpaired,Soto_2019,SRR8365433_1_Heavy_IGHG
unpaired,Soto_2019,SRR8365269_1_Heavy_IGHE
unpaired,Soto_2019,SRR8365486_1_Heavy_IGHM
unpaired,Soto_2019,SRR8365485_2_Heavy_IGHD
unpaired,Soto_2019,SRR8365261_2_Heavy_IGHG
unpaired,Soto_2019,SRR8365412_1_Heavy_IGHG
unpaired,Soto_2019,SRR8365463_1_Light_Bulk
unpaired,Soto_2019,SRR8365484_2_Light_Bulk
unpaired,Soto_2019,SRR8365453_1_Heavy_IGHM
unpaired,Soto_2019,SRR8365345_2_Heavy_IGHA
unpaired,Soto_2019,SRR8365458_1_Heavy_IGHD
unpaired,Soto_2019,SRR8365263_2_Heavy_Bulk
unpaired,Soto_2019,SRR8365260_1_Heavy_IGHM
unpaired,Soto_2019,SRR8365278_1_Heavy_IGHA
unpaired,Soto_2019,SRR8365305_1_Heavy_Bulk
unpaired,Soto_2019,SRR8365382_1_Heavy_IGHM
unpaired,Soto_2019,SRR8365396_1_Heavy_IGHA
unpaired,Soto_2019,SRR8365330_1_Light_Bulk
unpaired,Soto_2019,SRR8365469_4_Heavy_IGHM
unpaired,Soto_2019,SRR8365485_1_Heavy_Bulk
unpaired,Soto_2019,SRR8365431_1_Heavy_IGHG
unpaired,Soto_2019,SRR8365296_2_Heavy_IGHM
unpaired,Soto_2019,SRR8365467_1_Heavy_Bulk
unpaired,Soto_2019,SRR8365345_2_Heavy_IGHE
unpaired,Soto_2019,SRR8365483_1_Heavy_Bulk
unpaired,Soto_2019,SRR8365462_1_Heavy_IGHD
unpaired,Soto_2019,SRR8365367_1_Light_Bulk
unpaired,Soto_2019,SRR8365360_1_Heavy_Bulk
unpaired,Soto_2019,SRR8365420_1_Heavy_IGHD
unpaired,Soto_2019,SRR8365455_2_Heavy_IGHE
unpaired,Soto_2019,SRR8365295_2_Heavy_Bulk
unpaired,Soto_2019,SRR8365447_2_Heavy_IGHD
unpaired,Soto_2019,SRR8365372_1_Heavy_IGHA
unpaired,Soto_2019,SRR8365447_1_Heavy_IGHG
unpaired,Soto_2019,SRR8365247_1_Heavy_IGHA
unpaired,Soto_2019,SRR8365293_1_Light_Bulk
unpaired,Soto_2019,SRR8365485_2_Heavy_IGHE
unpaired,Soto_2019,SRR8365465_1_Heavy_IGHM
unpaired,Soto_2019,SRR8365271_1_Heavy_IGHD
unpaired,Soto_2019,SRR8365413_2_Light_Bulk
unpaired,Soto_2019,SRR8365445_1_Heavy_IGHA
unpaired,Soto_2019,SRR8365295_1_Heavy_Bulk
unpaired,Soto_2019,SRR8365306_1_Heavy_IGHG
unpaired,Soto_2019,SRR8365378_1_Light_Bulk
unpaired,Soto_2019,SRR8365437_1_Heavy_IGHG
unpaired,Soto_2019,SRR8365488_1_Heavy_IGHG
unpaired,Soto_2019,SRR8365449_3_Heavy_IGHD
unpaired,Soto_2019,SRR8365349_1_Light_Bulk
unpaired,Soto_2019,SRR8365416_1_Light_Bulk
unpaired,Soto_2019,SRR8365420_3_Heavy_IGHG
unpaired,Soto_2019,SRR8365263_1_Heavy_IGHM
unpaired,Soto_2019,SRR8365467_4_Heavy_IGHA
unpaired,Soto_2019,SRR8365381_1_Heavy_IGHA
unpaired,Soto_2019,SRR8365261_1_Heavy_Bulk
unpaired,Soto_2019,SRR8365281_1_Heavy_Bulk
unpaired,Soto_2019,SRR8365333_1_Light_Bulk
unpaired,Soto_2019,SRR8365420_1_Heavy_IGHM
unpaired,Soto_2019,SRR8365260_1_Heavy_IGHG
unpaired,Soto_2019,SRR8365291_1_Heavy_Bulk
unpaired,Soto_2019,SRR8365465_1_Light_Bulk
unpaired,Soto_2019,SRR8365287_2_Heavy_IGHM
unpaired,Soto_2019,SRR8365392_2_Heavy_IGHA
unpaired,Soto_2019,SRR8365408_1_Heavy_Bulk
unpaired,Soto_2019,SRR8365391_1_Heavy_IGHA
unpaired,Soto_2019,SRR8365342_1_Heavy_Bulk
unpaired,Soto_2019,SRR8365471_3_Heavy_IGHM
unpaired,Soto_2019,SRR8365356_1_Light_Bulk
unpaired,Soto_2019,SRR8365334_1_Heavy_IGHA
unpaired,Soto_2019,SRR8365299_1_Heavy_Bulk
unpaired,Soto_2019,SRR8365389_2_Light_Bulk
unpaired,Soto_2019,SRR8365255_1_Heavy_Bulk
unpaired,Soto_2019,SRR8365263_2_Light_Bulk
unpaired,Soto_2019,SRR8365467_4_Heavy_IGHD
unpaired,Soto_2019,SRR8365299_1_Heavy_IGHA
unpaired,Soto_2019,SRR8365436_1_Heavy_Bulk
unpaired,Soto_2019,SRR8365313_2_Heavy_IGHM
unpaired,Soto_2019,SRR8365390_1_Heavy_IGHA
unpaired,Soto_2019,SRR8365346_2_Heavy_IGHA
unpaired,Soto_2019,SRR8365374_1_Heavy_Bulk
unpaired,Soto_2019,SRR8365431_1_Light_Bulk
unpaired,Soto_2019,SRR8365449_3_Heavy_Bulk
unpaired,Soto_2019,SRR8365292_1_Heavy_Bulk
unpaired,Soto_2019,SRR8365446_1_Light_Bulk
unpaired,Soto_2019,SRR8365386_1_Heavy_IGHA
unpaired,Soto_2019,SRR8365273_1_Heavy_IGHD
unpaired,Soto_2019,SRR8365395_1_Heavy_Bulk
unpaired,Soto_2019,SRR8365437_1_Light_Bulk
unpaired,Soto_2019,SRR8365454_1_Heavy_IGHM
unpaired,Soto_2019,SRR8365425_2_Heavy_IGHA
unpaired,Soto_2019,SRR8365427_1_Light_Bulk
unpaired,Soto_2019,SRR8365386_2_Heavy_IGHA
unpaired,Soto_2019,SRR8365367_1_Heavy_Bulk
unpaired,Soto_2019,SRR8365429_1_Light_Bulk
unpaired,Soto_2019,SRR8365302_1_Heavy_Bulk
unpaired,Soto_2019,SRR8365393_1_Heavy_Bulk
unpaired,Soto_2019,SRR8365247_1_Heavy_IGHG
unpaired,Soto_2019,SRR8365402_1_Heavy_IGHM
unpaired,Soto_2019,SRR8365398_1_Heavy_IGHM
unpaired,Soto_2019,SRR8489722_1_Light_Bulk
unpaired,Soto_2019,SRR8365282_1_Light_Bulk
unpaired,Soto_2019,SRR8365475_1_Heavy_Bulk
unpaired,Soto_2019,SRR8365439_1_Light_Bulk
unpaired,Soto_2019,SRR8365385_1_Light_Bulk
unpaired,Soto_2019,SRR8365348_1_Heavy_IGHG
unpaired,Soto_2019,SRR8365389_1_Heavy_IGHE
unpaired,Soto_2019,SRR8365434_1_Heavy_IGHA
unpaired,Soto_2019,SRR8365420_3_Heavy_IGHD
unpaired,Soto_2019,SRR8365259_2_Heavy_IGHM
unpaired,Soto_2019,SRR8365413_1_Heavy_Bulk
unpaired,Soto_2019,SRR8365269_1_Heavy_IGHA
unpaired,Soto_2019,SRR8365427_2_Heavy_Bulk
unpaired,Soto_2019,SRR8365389_2_Heavy_IGHA
unpaired,Soto_2019,SRR8365318_1_Heavy_IGHM
unpaired,Soto_2019,SRR8365376_1_Heavy_IGHA
unpaired,Soto_2019,SRR8365457_1_Heavy_Bulk
unpaired,Soto_2019,SRR8365392_2_Heavy_Bulk
unpaired,Soto_2019,SRR8365371_1_Heavy_Bulk
unpaired,Soto_2019,SRR8365405_1_Heavy_Bulk
unpaired,Soto_2019,SRR8365430_1_Heavy_Bulk
unpaired,Soto_2019,SRR8365456_1_Heavy_IGHM
unpaired,Soto_2019,SRR8365404_1_Heavy_IGHA
unpaired,Soto_2019,SRR8365473_1_Heavy_IGHD
unpaired,Soto_2019,SRR8365483_2_Heavy_IGHA
unpaired,Soto_2019,SRR8365469_3_Heavy_IGHA
unpaired,Soto_2019,SRR8365259_3_Heavy_IGHD
unpaired,Soto_2019,SRR8365295_1_Light_Bulk
unpaired,Soto_2019,SRR8365388_2_Light_Bulk
unpaired,Soto_2019,SRR8365315_1_Heavy_IGHM
unpaired,Soto_2019,SRR8365450_1_Heavy_IGHE
unpaired,Soto_2019,SRR8365308_1_Light_Bulk
unpaired,Soto_2019,SRR8365470_1_Heavy_IGHM
unpaired,Soto_2019,SRR8365478_2_Heavy_Bulk
unpaired,Soto_2019,SRR8365322_1_Heavy_Bulk
unpaired,Soto_2019,SRR8365261_3_Light_Bulk
unpaired,Soto_2019,SRR8365413_2_Heavy_IGHM
unpaired,Soto_2019,SRR8365273_1_Heavy_Bulk
unpaired,Soto_2019,SRR8365259_3_Heavy_Bulk
unpaired,Soto_2019,SRR8365464_2_Heavy_Bulk
unpaired,Soto_2019,SRR8365322_1_Light_Bulk
unpaired,Soto_2019,SRR8365247_1_Heavy_IGHM
unpaired,Soto_2019,SRR8365479_1_Heavy_Bulk
unpaired,Soto_2019,SRR8365381_1_Heavy_IGHM
unpaired,Soto_2019,SRR8365415_1_Heavy_IGHM
unpaired,Soto_2019,SRR8365433_1_Heavy_IGHE
unpaired,Soto_2019,SRR8365269_1_Light_Bulk
unpaired,Soto_2019,SRR8365480_1_Light_Bulk
unpaired,Soto_2019,SRR8365297_1_Heavy_IGHA
unpaired,Soto_2019,SRR8365271_1_Heavy_Bulk
unpaired,Soto_2019,SRR8365473_2_Light_Bulk
unpaired,Soto_2019,SRR8365315_1_Heavy_IGHD
unpaired,Soto_2019,SRR8365471_1_Light_Bulk
unpaired,Soto_2019,SRR8365455_1_Light_Bulk
unpaired,Soto_2019,SRR8365476_1_Heavy_IGHM
unpaired,Soto_2019,SRR8365261_1_Heavy_IGHE
unpaired,Soto_2019,SRR8365311_1_Heavy_IGHA
unpaired,Soto_2019,SRR8365308_1_Heavy_Bulk
unpaired,Soto_2019,SRR8365371_1_Heavy_IGHM
unpaired,Soto_2019,SRR8365341_1_Heavy_Bulk
unpaired,Soto_2019,SRR8365301_1_Light_Bulk
unpaired,Soto_2019,SRR8365375_1_Heavy_IGHA
unpaired,Soto_2019,SRR8365440_1_Light_Bulk
unpaired,Soto_2019,SRR8365257_1_Heavy_Bulk
unpaired,Soto_2019,SRR8365271_2_Heavy_IGHA
unpaired,Soto_2019,SRR8365407_1_Heavy_IGHA
unpaired,Soto_2019,SRR8365340_2_Heavy_IGHM
unpaired,Soto_2019,SRR8365315_2_Light_Bulk
unpaired,Soto_2019,SRR8365345_3_Heavy_IGHM
unpaired,Soto_2019,SRR8365287_1_Light_Bulk
unpaired,Soto_2019,SRR8365389_1_Heavy_IGHG
unpaired,Soto_2019,SRR8365347_2_Light_Bulk
unpaired,Soto_2019,SRR8365402_1_Light_Bulk
unpaired,Soto_2019,SRR8365316_2_Light_Bulk
unpaired,Soto_2019,SRR8365261_1_Heavy_IGHD
unpaired,Soto_2019,SRR8365413_1_Heavy_IGHM
unpaired,Soto_2019,SRR8365249_1_Heavy_IGHE
unpaired,Soto_2019,SRR8365287_2_Light_Bulk
unpaired,Soto_2019,SRR8365476_2_Heavy_IGHA
unpaired,Soto_2019,SRR8365452_1_Light_Bulk
unpaired,Soto_2019,SRR8365373_1_Light_Bulk
unpaired,Soto_2019,SRR8365485_1_Heavy_IGHE
unpaired,Soto_2019,SRR8365432_2_Heavy_IGHM
unpaired,Soto_2019,SRR8365485_1_Heavy_IGHD
unpaired,Soto_2019,SRR8365432_1_Light_Bulk
unpaired,Soto_2019,SRR8365282_1_Heavy_IGHA
unpaired,Soto_2019,SRR8365304_1_Heavy_IGHD
unpaired,Soto_2019,SRR8365369_1_Heavy_IGHM
unpaired,Soto_2019,SRR8365424_1_Heavy_IGHD
unpaired,Soto_2019,SRR8365361_1_Heavy_IGHE
unpaired,Soto_2019,SRR8365259_2_Heavy_IGHA
unpaired,Soto_2019,SRR8365485_3_Light_Bulk
unpaired,Soto_2019,SRR8365445_1_Heavy_Bulk
unpaired,Soto_2019,SRR8365384_1_Heavy_IGHA
unpaired,Soto_2019,SRR8365482_3_Heavy_IGHD
unpaired,Soto_2019,SRR8365409_1_Heavy_IGHM
unpaired,Soto_2019,SRR8365355_1_Heavy_IGHM
unpaired,Soto_2019,SRR8365432_2_Heavy_IGHA
unpaired,Soto_2019,SRR8365366_1_Heavy_Bulk
unpaired,Soto_2019,SRR8365386_2_Heavy_Bulk
unpaired,Soto_2019,SRR8365483_2_Heavy_IGHM
unpaired,Soto_2019,SRR8365285_1_Heavy_Bulk
unpaired,Soto_2019,SRR8365486_1_Heavy_IGHA
unpaired,Soto_2019,SRR8365432_1_Heavy_IGHD
unpaired,Soto_2019,SRR8365258_1_Heavy_Bulk
unpaired,Soto_2019,SRR8365483_1_Heavy_IGHM
unpaired,Soto_2019,SRR8365427_2_Heavy_IGHA
unpaired,Soto_2019,SRR8365339_1_Heavy_IGHM
unpaired,Soto_2019,SRR8365340_2_Light_Bulk
unpaired,Soto_2019,SRR8365263_1_Heavy_Bulk
unpaired,Soto_2019,SRR8365423_1_Heavy_Bulk
unpaired,Soto_2019,SRR8365353_1_Heavy_IGHA
unpaired,Soto_2019,SRR8365343_1_Heavy_IGHA
unpaired,Soto_2019,SRR8365467_4_Heavy_IGHM
unpaired,Soto_2019,SRR8365447_1_Heavy_Bulk
unpaired,Soto_2019,SRR8365487_1_Light_Bulk
unpaired,Soto_2019,SRR8365343_1_Light_Bulk
unpaired,Soto_2019,SRR8365394_1_Heavy_Bulk
unpaired,Soto_2019,SRR8365377_1_Light_Bulk
unpaired,Soto_2019,SRR8365469_1_Heavy_IGHD
unpaired,Soto_2019,SRR8365432_1_Heavy_IGHE
unpaired,Soto_2019,SRR8365389_1_Heavy_IGHM
unpaired,Soto_2019,SRR8365436_1_Heavy_IGHG
unpaired,Soto_2019,SRR8365273_1_Light_Bulk
unpaired,Soto_2019,SRR8365343_2_Light_Bulk
unpaired,Soto_2019,SRR8365422_1_Heavy_IGHD
unpaired,Soto_2019,SRR8365422_1_Heavy_IGHA
unpaired,Soto_2019,SRR8365363_1_Heavy_IGHA
unpaired,Soto_2019,SRR8365464_2_Heavy_IGHA
unpaired,Soto_2019,SRR8365315_2_Heavy_Bulk
unpaired,Soto_2019,SRR8365325_1_Light_Bulk
unpaired,Soto_2019,SRR8365298_1_Heavy_IGHM
unpaired,Soto_2019,SRR8365448_1_Heavy_IGHG
unpaired,Soto_2019,SRR8365461_1_Heavy_IGHD
unpaired,Soto_2019,SRR8365453_1_Light_Bulk
unpaired,Soto_2019,SRR8365458_1_Heavy_IGHM
unpaired,Soto_2019,SRR8365468_1_Heavy_IGHM
unpaired,Soto_2019,SRR8365451_1_Light_Bulk
unpaired,Soto_2019,SRR8365484_3_Heavy_IGHM
unpaired,Soto_2019,SRR8365433_2_Heavy_IGHM
unpaired,Soto_2019,SRR8365451_1_Heavy_IGHA
unpaired,Soto_2019,SRR8365421_1_Heavy_IGHD
unpaired,Soto_2019,SRR8365432_1_Heavy_IGHM
unpaired,Soto_2019,SRR8365477_1_Light_Bulk
unpaired,Soto_2019,SRR8365448_1_Heavy_IGHM
unpaired,Soto_2019,SRR8365261_1_Light_Bulk
unpaired,Soto_2019,SRR8365359_1_Heavy_IGHA
unpaired,Soto_2019,SRR8365343_2_Heavy_IGHE
unpaired,Soto_2019,SRR8365340_2_Heavy_Bulk
unpaired,Soto_2019,SRR8365476_1_Heavy_Bulk
unpaired,Soto_2019,SRR8365489_1_Heavy_IGHM
unpaired,Soto_2019,SRR8365465_2_Heavy_IGHG
unpaired,Soto_2019,SRR8365449_1_Heavy_IGHA
unpaired,Soto_2019,SRR8365411_1_Heavy_IGHG
unpaired,Soto_2019,SRR8365470_1_Heavy_IGHA
unpaired,Soto_2019,SRR8365433_1_Heavy_IGHM
unpaired,Soto_2019,SRR8365459_1_Heavy_IGHG
unpaired,Soto_2019,SRR8365415_1_Heavy_IGHA
unpaired,Soto_2019,SRR8365308_1_Heavy_IGHD
unpaired,Soto_2019,SRR8365480_1_Heavy_IGHE
unpaired,Soto_2019,SRR8365337_2_Heavy_IGHM
unpaired,Soto_2019,SRR8365467_2_Heavy_Bulk
unpaired,Soto_2019,SRR8365376_1_Light_Bulk
unpaired,Soto_2019,SRR8365406_1_Heavy_IGHM
unpaired,Soto_2019,SRR8365382_1_Heavy_Bulk
unpaired,Soto_2019,SRR8365335_1_Light_Bulk
unpaired,Soto_2019,SRR8365421_1_Heavy_IGHM
unpaired,Soto_2019,SRR8365439_1_Heavy_Bulk
unpaired,Soto_2019,SRR8365471_3_Heavy_Bulk
unpaired,Soto_2019,SRR8365322_1_Heavy_IGHM
unpaired,Soto_2019,SRR8365306_1_Heavy_IGHD
unpaired,Soto_2019,SRR8489724_1_Heavy_Bulk
unpaired,Soto_2019,SRR8365267_1_Heavy_Bulk
unpaired,Soto_2019,SRR8365280_1_Heavy_IGHA
unpaired,Soto_2019,SRR8365287_2_Heavy_IGHA
unpaired,Soto_2019,SRR8365412_1_Light_Bulk
unpaired,Soto_2019,SRR8365316_2_Heavy_IGHG
unpaired,Soto_2019,SRR8365432_1_Heavy_IGHA
unpaired,Soto_2019,SRR8365400_1_Heavy_IGHA
unpaired,Soto_2019,SRR8365329_1_Heavy_IGHA
unpaired,Soto_2019,SRR8365452_1_Heavy_IGHM
unpaired,Soto_2019,SRR8365263_2_Heavy_IGHA
unpaired,Soto_2019,SRR8365346_2_Light_Bulk
unpaired,Soto_2019,SRR8365489_1_Light_Bulk
unpaired,Soto_2019,SRR8365386_2_Light_Bulk
unpaired,Soto_2019,SRR8365281_1_Heavy_IGHG
unpaired,Soto_2019,SRR8365298_1_Heavy_Bulk
unpaired,Soto_2019,SRR8365292_1_Heavy_IGHA
unpaired,Soto_2019,SRR8365447_1_Light_Bulk
unpaired,Soto_2019,SRR8365374_2_Light_Bulk
unpaired,Soto_2019,SRR8365267_1_Light_Bulk
unpaired,Soto_2019,SRR8365317_1_Heavy_Bulk
unpaired,Soto_2019,SRR8365276_1_Light_Bulk
unpaired,Soto_2019,SRR8365246_1_Heavy_Bulk
unpaired,Soto_2019,SRR8365265_1_Heavy_IGHM
unpaired,Soto_2019,SRR8365422_2_Light_Bulk
unpaired,Soto_2019,SRR8365372_1_Heavy_IGHM
unpaired,Soto_2019,SRR8365376_1_Heavy_Bulk
unpaired,Soto_2019,SRR8365442_1_Heavy_Bulk
unpaired,Soto_2019,SRR8365400_1_Heavy_Bulk
unpaired,Soto_2019,SRR8365363_2_Heavy_Bulk
unpaired,Soto_2019,SRR8365490_1_Heavy_IGHD
unpaired,Soto_2019,SRR8365482_2_Heavy_Bulk
unpaired,Soto_2019,SRR8365349_2_Heavy_IGHM
unpaired,Soto_2019,SRR8365418_1_Light_Bulk
unpaired,Soto_2019,SRR8365301_1_Heavy_IGHG
unpaired,Soto_2019,SRR8365392_2_Heavy_IGHM
unpaired,Soto_2019,SRR8365471_3_Light_Bulk
unpaired,Soto_2019,SRR8365384_1_Heavy_Bulk
unpaired,Soto_2019,SRR8365364_1_Light_Bulk
unpaired,Soto_2019,SRR8365334_1_Light_Bulk
unpaired,Soto_2019,SRR8365413_2_Heavy_IGHA
unpaired,Soto_2019,SRR8365401_1_Light_Bulk
unpaired,Soto_2019,SRR8365344_1_Heavy_Bulk
unpaired,Soto_2019,SRR8365465_1_Heavy_IGHD
unpaired,Soto_2019,SRR8365413_2_Heavy_IGHG
unpaired,Soto_2019,SRR8365452_1_Heavy_IGHA
unpaired,Soto_2019,SRR8365317_1_Light_Bulk
unpaired,Soto_2019,SRR8365326_1_Heavy_IGHA
unpaired,Soto_2019,SRR8365300_1_Light_Bulk
unpaired,Soto_2019,SRR8365465_1_Heavy_Bulk
unpaired,Soto_2019,SRR8365309_1_Heavy_IGHG
unpaired,Soto_2019,SRR8365401_1_Heavy_IGHA
unpaired,Soto_2019,SRR8365420_2_Heavy_IGHE
unpaired,Soto_2019,SRR8365273_1_Heavy_IGHG
unpaired,Soto_2019,SRR8365407_1_Heavy_Bulk
unpaired,Soto_2019,SRR8365283_1_Heavy_IGHA
unpaired,Soto_2019,SRR8365307_1_Heavy_IGHG
